Index	Date	Time	Temp	pH	SpCond	TDS	DO	E. coli
858	30Oct12	10:21:32	8	8.03	974	0.6305	11.56	158
859	05Nov12	10:29:34	4.3	7.79	1034	0.6695	12.69	20
860	08Nov12	10:27:49	5.6	8.02	996	0.65	13.95	121
861	12Nov12	10:19:38	11	7.82	218.7	0.1423	9.53	4611
862	15Nov12	10:05:49	3.8	7.97	843	0.546	14.97	393
863	28Nov12	10:16:07	2.1	7.93	992	0.6435	14.53	20
864	04Dec12	10:04:19	13.1	7.85	856	0.559	7.63	160
865	11Dec12	11:00:42	4.1	8.04	641	0.4166	12.85	259
866	13Dec12	10:19:51	2.1	7.76	956	0.624	14.82	145
867	17Dec12	10:17:43	7.2	7.79	835	0.546	14.09	121
868	19Dec12	12:03:57	7.2	8.15	905	0.5915	12.79	62
869	10Jan13	10:01:29	2.8	7.71	1586	1.0335	14.12	3076
870	14Jan13	11:03:47	3.5	7.77	883	0.572	13.04	17329
871	17Jan13	10:36:36	3.8	7.88	1166	0.7605	13.8	2613
872	23Jan13	10:32:19	0.2	7.78	1537	1.001	13.26	3873
873	31Jan13	10:33:44	2.8	7.89	956	0.624	13.96	24192
874	07Feb13	10:49:44	2.2	7.96	1522	0.988	14.23	231
875	11Feb13	10:58:45	4.6	7.79	1111	0.7215	12.63	216
876	19Feb13	10:48:41	2.9	7.9	1255	0.8125	13.89	1421
877	21Feb13	10:43:49	1.3	8.11	1267	0.8255	15.01	20
878	27Feb13	10:59:51	4.2	7.92	1120	0.728	12.6	15531
879	07Mar13	10:33:40	2.3	7.71	926	0.6045	14.7	586
880	12Mar13	10:22:55	5	7.95	1485	0.9685	12.23	309
881	14Mar13	10:56:19	1.8	8.05	1553	1.0075	15.38	134
882	20Mar13	9:52:42	2.4	8.13	474.4	0.3081	13.47	309
883	28Mar13	10:50:58	3.8	8.1	1788	1.1635	14.88	278
884	02Apr13	9:57:38	5.1	8.03	770	0.5005	13.24	10
885	09Apr13	10:36:54	14.3	8.02	1381	0.897	10.07	63
886	18Apr13	10:37:50	15.5	8.08	1025	0.663	9.67	4106
887	22Apr13	10:46:01	9.7	8.04	1026	0.6695	11.85	464
888	25Apr13	10:32:43	9.5	7.91	853	0.5525	11.51	1650
889	06May13	10:32:26	14	8.07	1152	0.7475	10.82	959
890	09May13	10:40:12	16.7	8.04	1125	0.7345	9.91	292
891	15May13	10:28:48	17.3	7.94	1180	0.767	7.91	323
892	23May13	10:05:42	17.9	7.85	628	0.4095	8.25	7270
893	29May13	10:43:18	19.2	7.91	933	0.6045	7.76	813
894	05Jun13	10:57:29	16.6	7.94	1069	0.6955	8.75	345
895	10Jun13	9:52:59	19.3	7.81	944	0.611	6.97	24192
896	12Jun13	10:35:58	20.7	7.9	992	0.6435	6.75	201
897	19Jun13	10:26:51	19.7	8.21	1032	0.6695	7.08	399
898	27Jun13	9:56:35	21.7	8.19	987	0.6435	6.41	1017
899	02Jul13	10:18:53	18.9	8.03	404.5	0.2633	7.41	7270
900	08Jul13	10:50:11	21.1	7.95	943	0.611	7.47	1236
901	15Jul13	10:23:40	22.8	8.11	1051	0.6825	8.79	1439
902	18Jul13	10:22:47	23.2	8.09	1083	0.702	5.24	1396
903	31Jul13	10:19:08	19	7.78	897	0.585	6.6	3873
904	12Aug13	10:37:51	21.4	7.85	928	0.6045	6.87	727
905	15Aug13	10:24:31	16.6	8.03	1040	0.676	7.05	4884
906	21Aug13	10:13:38	20.5	7.74	1114	0.7215	4.91	857
907	26Aug13	10:06:26	20.5	8.03	991	0.6435	7.28	557
908	29Aug13	10:12:38	22.9	8.09	1033	0.6695	5.24	860
909	10Sep13	9:47:24	23.6	7.76	536	0.351	5.3	631
910	12Sep13	10:25:54	22.5	7.51	533	0.3445	5.06	24192
911	16Sep13	9:33:58	16.9	7.75	766	0.5005	6.86	278
912	23Sep13	11:20:04	14.6	8.03	624	0.4056	8.08	228
913	26Sep13	10:10:31	15.6	7.71	860	0.559	7.32	332
914	08Oct13	10:49:50	14.4	8.24	693	0.4485	9.15	1081
915	17Oct13	10:32:25	12.7	8.09	910	0.5915	8.74	3873
916	21Oct13	10:51:01	10.9	8.11	798	0.52	9.47	109
917	24Oct13	9:48:01	7.1	8.02	645	0.4193	10.81	496
918	28Oct13	10:15:46	7	8.08	896	0.585	10.99	158
919	04Nov13	10:52:59	8.7	8.17	868	0.5655	11.3	759
920	06Nov13	9:16:16	11.9	8.12	1001	0.65	9.23	259
921	12Nov13	10:49:16	4.2	8	910	0.5915	11.61	331
922	14Nov13	10:13:46	2.9	8.12	1010	0.6565	12.12	341
923	18Nov13	10:29:27	9.6	7.9	527	0.3419	10.68	12997
924	03Dec13	11:16:36	6	8.25	1036	0.676	11.95	754
925	05Dec13	10:44:17	8.2	8.03	1066	0.6955	11.1	324
926	12Dec13	10:21:00	0.1	7.97	2912	1.8915	13.27	738
927	16Dec13	10:23:49	0.2	7.88	4092	2.6585	14.89	1515
928	19Dec13	10:13:59	1.5	8.07	3098	2.015	14.8	24192
929	13Jan14	###	###	###	###	###	###	###
930	16Jan14	###	###	###	###	###	###	###
931	22Jan14	11:08:46	0.3	7.82	3222	2.093	14.37	175
932	29Jan14	###	###	###	###	###	###	###
933	30Jan14	###	###	###	###	###	###	###
934	06Feb14	10:18:13	0	7.93	2336	1.521	14.03	213
935	12Feb14	###	###	###	###	###	###	###
936	18Feb14	10:27:34	0.2	7.85	4181	2.717	14	195
937	20Feb14	###	###	###	###	###	###	###
938	26Feb14	10:48:37	0.1	7.9	1642	1.066	14.36	218
939	06Mar14	10:35:53	3	8.12	1072	0.6955	12.99	109
940	11Mar14	10:56:38	7.1	8.33	1657	1.079	12.71	706
941	13Mar14	10:16:16	0.7	8.12	1326	0.8645	14.4	581
942	19Mar14	10:19:58	7.1	8.31	1356	0.884	11.64	74
943	27Mar14	10:19:58	3.8	8.23	1540	1.001	14.01	134
944	01Apr14	10:33	10.1	8.22	1780	1.157	11.32	98
945	08Apr14	10:32:09	8.3	7.96	966	0.6305	12.11	5475
946	17Apr14	10:15:48	8.2	8.04	1251	0.8125	13.26	189
947	21Apr14	10:14:58	13.3	8.15	1311	0.8515	11.84	148
948	24Apr14	10:36:08	12	8.25	1349	0.8775	11.76	318
949	05May14	11:16:31	12.4	8.24	1296	0.845	12.08	345
950	08May14	10:39:34	18.1	8.06	1359	0.884	8.57	313
951	14May14	10:05:59	17.1	7.83	749	0.4875	7.72	2700
952	22May14	10:19:50	17.9	7.98	722	0.468	8.14	24192
953	28May14	10:10:45	19.6	8.08	1232	0.7995	8.22	435
